question;answer;count;cluster;sentiment;corrected
Яркий лидер прошлого это...;федель кастро;1;фидель кастро;neutrals;фидель кастро
Яркий лидер прошлого это...;фидель кастро;1;фидель кастро;neutrals;
Яркий лидер прошлого это...;хакамада;1;хакамада;neutrals;
Яркий лидер прошлого это...;царь давид;1;царь давид;neutrals;
Яркий лидер прошлого это...;цезарь;2;цезарь;neutrals;
Яркий лидер прошлого это...;юлий цезарь;4;цезарь;neutrals;
Яркий лидер прошлого это...;че;1;че гевара;neutrals;
Яркий лидер прошлого это...;че гевара;3;че гевара;neutrals;
Яркий лидер прошлого это...;чезаре борджиа;1;чезаре борджиа;neutrals;
Яркий лидер прошлого это...;человек идеи и реализации;1;человек идеи и реализации;positives;
Яркий лидер прошлого это...;человек которого знают;1;человек которого знают;neutrals;
Яркий лидер прошлого это...;черчилль;2;черчилль;neutrals;
Яркий лидер прошлого это...;черчиль;4;черчилль;neutrals;черчилль
Яркий лидер прошлого это...;чичерин;1;чичерин;neutrals;
Яркий лидер прошлого это...;шмидт;1;шмидт;neutrals;
Яркий лидер прошлого это...;элвис пресли;1;элвис пресли;neutrals;
Как проверить практические навыки?;выполнением определеных поруче;1;практические задания;neutrals;выполнением определенных поручений
Как проверить практические навыки?;дать практическое задание;1;практические задания;neutrals;
Как проверить практические навыки?;практические задания;1;практические задания;neutrals;
Как проверить практические навыки?;через  практику;1;практические задания;neutrals;через практику
Как проверить практические навыки?;дэ;1;да;neutrals;да
Как проверить практические навыки?;кейс;1;кейс;neutrals;
Как проверить практические навыки?;собеседование;1;собеседование;neutrals;
Как проверить практические навыки?;через смуляторы и тренажёры;1;через симуляторы и тренажёры;neutrals;через симуляторы и тренажёры
Каким словом можно описать состояние молодежи вашего предприятия сегодня?;активность;1;активность;context sentiment;активная
Каким словом можно описать состояние молодежи вашего предприятия сегодня?;мертвая;2;мертвая;context sentiment;пассивная
Каким словом можно описать состояние молодежи вашего предприятия сегодня?;пассивная;1;пассивная;context sentiment;
Каким словом можно описать состояние молодежи вашего предприятия сегодня?;пассивное;1;пассивное;context sentiment;пассивная
Каким словом можно описать состояние молодежи вашего предприятия сегодня?;не мотивированность;1;немотивированность;context sentiment;демотивированное
Каким словом можно описать состояние молодежи вашего предприятия сегодня?;незаинтересована;1;не заинтересована;context sentiment;незаинтересованная
Каким словом можно описать состояние молодежи вашего предприятия сегодня?;незаинтересованная;1;незаинтересованная;context sentiment;
Каким словом можно описать состояние молодежи вашего предприятия сегодня?;равнодушная;1;равнодушная;context sentiment;незаинтересованная
Каким словом можно описать состояние молодежи вашего предприятия сегодня?;неопределенность;5;неопределенность;context sentiment;
Каким словом можно описать состояние молодежи вашего предприятия сегодня?;разрозненность;1;разрозненность;context sentiment;разобщенность
Каким словом можно описать состояние молодежи вашего предприятия сегодня?;расцвет;1;расцвет;context sentiment;
Какие 3 информационные темы актуальны для молодежи Росатома сегодня?;активность;1;активность;context sentiment;
Какие 3 информационные темы актуальны для молодежи Росатома сегодня?;заинтересованная;1;заинтересованная;context sentiment;
Какие 3 информационные темы актуальны для молодежи Росатома сегодня?;интересующаяся;1;интересующаяся;context sentiment;заинтересованная
Какие 3 информационные темы актуальны для молодежи Росатома сегодня?;мотивация;8;мотивация;context sentiment;
Какие 3 информационные темы актуальны для молодежи Росатома сегодня?;мотивация труда;2;мотивация труда;context sentiment;мотивация
Какие 3 информационные темы актуальны для молодежи Росатома сегодня?;система мотивации;1;система мотивации;context sentiment;мотивация
Какие 3 информационные темы актуальны для молодежи Росатома сегодня?;мотивация инициатив;1;мотивация инициатив;context sentiment;мотивация
Какие 3 информационные темы актуальны для молодежи Росатома сегодня?;непрозрачность карьерного план;1;непрозрачность карьерного плана;context cluster;прозрачная карьерная лестница
Какой информации вам сейчас не хватает?;алгоритма что делать;1;алгоритма что делать;neutrals;
Какой информации вам сейчас не хватает?;бронь;2;бронь;neutrals;
Какой информации вам сейчас не хватает?;быстрой информации;1;перегруз информации;neutrals;
Какой информации вам сейчас не хватает?;вапкансий в отрасли;1;вакансий в отрасли;neutrals;вакансий в отрасли
Какой информации вам сейчас не хватает?;всего;1;всего;neutrals;
Какой информации вам сейчас не хватает?;всего хватает;16;всего хватает;neutrals;
Какой информации вам сейчас не хватает?;да хватает;1;что творится в нашей стране;neutrals;что творится в нашей стране
Какой информации вам сейчас не хватает?;инфо хватает но не прозрачно;1;информация хватает но не прозрачно;neutrals;информация хватает но не прозрачно
Какой информации вам сейчас не хватает?;хватает;9;всего хватает;neutrals;
Какой информации вам сейчас не хватает?;дорожной карты отр мероприятий;1;дорожной карты от мероприятий;neutrals;дорожной карты от мероприятий
Какой информации вам сейчас не хватает?;достижение показ. видения 2030;1;карьера;positives;достижение показ видения 2030
Какой информации вам сейчас не хватает?;достоверной и понятной;1;прозрачной;positives;
Какой информации вам сейчас не хватает?;единого канала информации;1;единого канала информации;neutrals;
Какой информации вам сейчас не хватает?;информационная безопасность;1;информационная безопасность;positives;
Какой информации вам сейчас не хватает?;как правильно строить карьеру;1;как строить карьеру;positives;
Какой информации вам сейчас не хватает?;как строить карьеру;1;как строить карьеру;neutrals;
Какой информации вам сейчас не хватает?;карьера;10;карьера;neutrals;
Какой информации вам сейчас не хватает?;плана карьерного развития;2;обучение карьера;positives;
Какой информации вам сейчас не хватает?;как реализовать себя?;1;алгоритма что делать;neutrals;как реализовать себя
Какой информации вам сейчас не хватает?;как стать руководителем;1;как стать руководителем;neutrals;
Какой информации вам сейчас не хватает?;карьера город;1;карьера;neutrals;
Какой информации вам сейчас не хватает?;карьерного направления;1;карьерные перспективы;neutrals;
Какой информации вам сейчас не хватает?;карьерное консультирование;1;карьерные перспективы;neutrals;
Какой информации вам сейчас не хватает?;карьерные возможности;2;карьерные перспективы;positives;
Какой информации вам сейчас не хватает?;карьерные перспективы;2;карьерные перспективы;neutrals;
Какой информации вам сейчас не хватает?;карьерный рост;2;карьерные перспективы;positives;
Какой информации вам сейчас не хватает?;карьерных возможностей;1;карьерные перспективы;positives;
Какой информации вам сейчас не хватает?;качественной;2;качественной;positives;
Какой информации вам сейчас не хватает?;качество и каналы информации;1;единого канала информации;positives;
Какой информации вам сейчас не хватает?;обмен опытом с другими городам;1;обмен опытом с другими городами;positives;обмен опытом с другими городами
Какой информации вам сейчас не хватает?;обучение;1;обучение карьера;neutrals;
Какой информации вам сейчас не хватает?;обучение карьера;1;обучение карьера;neutrals;
Какой информации вам сейчас не хватает?;общего информационного блока;1;информационная безопасность;neutrals;
Какой информации вам сейчас не хватает?;перегруз информации;1;единого канала информации;negatives;
Какой информации вам сейчас не хватает?;переизбыток информации;1;перегруз информации;negatives;
Какой информации вам сейчас не хватает?;слишком много информации;1;слишком много информации;neutrals;
Какой информации вам сейчас не хватает?;по вакансиям;1;вакансий в отрасли;neutrals;
Какой информации вам сейчас не хватает?;полезной информации;1;единого канала информации;positives;
Какой информации вам сейчас не хватает?;политической;1;политической;neutrals;
Какой информации вам сейчас не хватает?;про мотивацию;1;про мотивацию;positives;
Какой информации вам сейчас не хватает?;прозрачной;1;прозрачной;neutrals;
Какой информации вам сейчас не хватает?;прозрачность роста;1;прозрачной;positives;
Какой информации вам сейчас не хватает?;производственные достижения;1;как строить карьеру;positives;
Какой информации вам сейчас не хватает?;психологическая поддержка;1;психологическая поддержка;positives;
Какой информации вам сейчас не хватает?;результаты работы сообществ;1;результаты работы сообществ;neutrals;
Какой информации вам сейчас не хватает?;события других дивизионов;1;события других дивизионов;neutrals;
Какой информации вам сейчас не хватает?;соц поддержка молодежи;1;психологическая поддержка;positives;
Какой информации вам сейчас не хватает?;способы миграции внутри гк;1;способы миграции внутри госкорпорация;neutrals;способы миграции внутри госкорпорация
Какой информации вам сейчас не хватает?;стратегия 2030;1;стратегия 2030;neutrals;
Какой информации вам сейчас не хватает?;точечной;1;точечной;positives;
Какой информации вам сейчас не хватает?;четких инструкций;2;четких инструкций;positives;
Какой информации вам сейчас не хватает?;что будет дальше;1;что будет дальше;neutrals;
Какой информации вам сейчас не хватает?;что и как;1;что и как;neutrals;
Какой информации вам сейчас не хватает?;что твориться в нашей стране!!;1;что творится в нашей стране;neutrals;что творится в нашей стране
Какие мероприятия за последние 4 года вас вдохновили?;atomexpo;1;atomexpo;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;atomskills;2;atomskills;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;атомскилс;2;atomskills;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;hr-конференция;1;hr конференция;neutrals;hr конференция
Какие мероприятия за последние 4 года вас вдохновили?;pro.yaok;1;pro yaok;neutrals;pro yaok
Какие мероприятия за последние 4 года вас вдохновили?;форум прояок;1;pro yaok;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;proлюдей;1;proлюдей;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;skill talk;3;skilltalk;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;skilltalk;1;skilltalk;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;steam;1;steam;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;мероприятия от steam;1;steam;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;welcomday;1;welcomday;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;worldskills kazan 2019;1;worldskills kazan 2019;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;атомдрайв;6;атомдрайв;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;атомпрофи;2;атомпрофи;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;атомскилс и хайтек;1;атомскилс и хайтек;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;атомслет;1;атомслет;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;атомслёт;1;атомслет;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;атомспорт;1;атомспорт;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;атомэкс регион 2022;1;атомекс регион 2022;neutrals;атомекс регион 2022
Какие мероприятия за последние 4 года вас вдохновили?;вектор;1;вектор;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;велопробег;1;велопробег;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;велопробег на предприятии;1;велопробег;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;волонтерство;1;волонтерство;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;встреча с а.е. лихачевым;1;встреча с лихачевым;neutrals;встреча с а е лихачевым
Какие мероприятия за последние 4 года вас вдохновили?;встреча с лае;2;встреча с лихачевым;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;встреча с лае в 2019 на хайтек;1;встреча с лихачевым;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;встреча с лае сентябрь;1;встреча с лихачевым;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;встреча с лихачевым;1;встреча с лихачевым;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;встреча с лихачевым а. е.;1;встреча с лихачевым;neutrals;встреча с лихачевым а е
Какие мероприятия за последние 4 года вас вдохновили?;встречи с а. е.;1;встреча с лихачевым;neutrals;встречи с а е
Какие мероприятия за последние 4 года вас вдохновили?;встреча с терентьевой т.а.;1;встреча с терентьевой т а;neutrals;встреча с терентьевой т а
Какие мероприятия за последние 4 года вас вдохновили?;гонка дивизионов;2;гонка дивизионов;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;день донора;2;день донора;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;день информирования;3;день информирования;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;день работника атомной промышн;1;день работника атомной промышленности;neutrals;день работника атомной промышленности
Какие мероприятия за последние 4 года вас вдохновили?;дивизиональные;1;дивизиональные;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;добро;1;добро;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;забег атомных городов;1;забег атомных городов;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;запуск global partners network;1;запуск global partners network;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;карнавал;3;карнавал;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;ковид;2;коронавирус;neutrals;коронавирус
Какие мероприятия за последние 4 года вас вдохновили?;команда;1;команда;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;конгресс;2;конгресс;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;конгресс лидеров изменений;10;конгресс лидеров изменений;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;конгресс росатома;4;конгресс росатома;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;конкурс «энергетика лидеров»;1;конкурс энергетика лидеров;neutrals;конкурс энергетика лидеров
Какие мероприятия за последние 4 года вас вдохновили?;конференция жао;1;конференция жао;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;конференция команды в воронеже;1;конференция команды в воронеже;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;кубок по рационализации;1;кубок по рационализации;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;кубок росатома;1;кубок росатома;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;ледокол;1;ледокол;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;ледокол открытий;1;ледокол открытий;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;лидеры россии;1;лидеры россии;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;личная встреча с черниковым аа;1;личная встреча с черниковым аа;neutrals;личная встреча с черниковым а а
Какие мероприятия за последние 4 года вас вдохновили?;мероприятия моей организации;1;мероприятия моей организации;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;мобилизация;1;мобилизация;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;молодежный конгресс 2019;1;молодежный конгресс 2019;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;мы вместе;1;мы вместе;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;мывместе;1;мы вместе;neutrals;мы вместе
Какие мероприятия за последние 4 года вас вдохновили?;научная конференция;1;научная конференция;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;ничего;1;ничего;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;нтк;3;нтк;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;обучение в укр;1;обучение в укр;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;открытие академии маяк;1;открытие академии маяк;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;пмэф;1;пмэф;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;поездка в атомфлот;1;поездка в атомфлот;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;посвят внииа;1;посвят внииа;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;"посвящение в ""марсиане""";1;посвящение в марсиане;neutrals;посвящение в марсиане
Какие мероприятия за последние 4 года вас вдохновили?;праздничный концерт 28.09;1;праздничный концерт 28 09;neutrals;праздничный концерт 28 09
Какие мероприятия за последние 4 года вас вдохновили?;приёмка 1 серийного ледокола;1;приёмка 1 серийного ледокола;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;пушистый атом;2;пушистый атом;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;российская энергетическая неде;1;российская энергетическая неделя;neutrals;российская энергетическая неделя
Какие мероприятия за последние 4 года вас вдохновили?;свадьба;1;свадьба;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;слет;1;слет;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;слёт кпи май;1;слёт кпи май;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;слёт лидеров в мае;1;слёт лидеров в мае;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;слёт лидеров молодёжи;2;слёт лидеров молодёжи;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;слёт молодёжи маиностроительно;1;слёт молодёжи машиностроительного дивизиона;neutrals;слёт молодёжи машиностроительного дивизиона
Какие мероприятия за последние 4 года вас вдохновили?;сочи;1;сочи;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;спартакиада горнорудного;1;спартакиада горнорудного;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;таврида-арт;1;таврида арт;neutrals;таврида арт
Какие мероприятия за последние 4 года вас вдохновили?;танцевальный флешмоб атоммаш;2;танцевальный флешмоб атоммаш;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;техтуры;1;техтуры;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;туристический слёт;1;туристический слёт;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;"фестиваль ""люди""";2;фестиваль люди;neutrals;фестиваль люди
Какие мероприятия за последние 4 года вас вдохновили?;фестиваль «люди»;1;фестиваль люди;neutrals;фестиваль люди
Какие мероприятия за последние 4 года вас вдохновили?;форсаж 2019;1;форсаж 2019;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;форум мывместе клуб настольных;1;форум мы вместе клуб настольных;neutrals;форум мы вместе клуб настольных
Какие мероприятия за последние 4 года вас вдохновили?;форум волонтёров яок;1;форум волонтёров ядерный оружейный комплекс;neutrals;форум волонтёров ядерный оружейный комплекс
Какие мероприятия за последние 4 года вас вдохновили?;форум энергия снежинск;1;форум энергия снежинск;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;цифровая конференция росатома;1;цифровая конференция росатома;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;человек года;6;человек года;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;человек года 2020;1;человек года;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;чемпионат мира по футболу;1;чемпионат мира по футболу;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;школа лидеров;5;школа лидеров;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;школа лидеров мс;1;школа лидеров;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;школа молодёжного лидера вао;1;школа молодёжного лидера вао;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;экспо-2020;1;экспо 2020;neutrals;экспо 2020
Какие мероприятия за последние 4 года вас вдохновили?;этот слет;1;этот слет;neutrals;
Какие мероприятия за последние 4 года вас вдохновили?;ядерный форум в питере;1;ядерный форум в питере;neutrals;
Ваши ожидания от Карьерного трека?;большего;1;большего;neutrals;
Ваши ожидания от Карьерного трека?;вакансии;1;вакансии;neutrals;
Ваши ожидания от Карьерного трека?;найти место работы;1;трудоустройство;neutrals;
Ваши ожидания от Карьерного трека?;найти работу;3;трудоустройство;neutrals;
Ваши ожидания от Карьерного трека?;получить приглашение на работу;1;трудоустройство;neutrals;
Ваши ожидания от Карьерного трека?;получить работу мечты;1;трудоустройство;positives;
Ваши ожидания от Карьерного трека?;возможности;1;возможности;neutrals;
Ваши ожидания от Карьерного трека?;возможность;1;возможности;neutrals;
Ваши ожидания от Карьерного трека?;возможность попасть;1;трудоустройство;neutrals;
Ваши ожидания от Карьерного трека?;дальнейшее трудоустройтво;1;трудоустройство;neutrals;дальнейшее трудоустройство
Ваши ожидания от Карьерного трека?;поступить на работу в росатом;1;трудоустройство;neutrals;
Ваши ожидания от Карьерного трека?;трудоустройства;1;трудоустройство;neutrals;
Ваши ожидания от Карьерного трека?;трудоустройство;12;трудоустройство;neutrals;
Ваши ожидания от Карьерного трека?;устроиться в росатом;1;трудоустройство;neutrals;
Ваши ожидания от Карьерного трека?;гарантии при трудоустройстве;1;трудоустройство;neutrals;
Ваши ожидания от Карьерного трека?;где я буду полезен;1;где я буду полезен;positives;
Ваши ожидания от Карьерного трека?;горизонтального движения;1;горизонтального движения;neutrals;
Ваши ожидания от Карьерного трека?;знакомства;1;знакомства;neutrals;
Ваши ожидания от Карьерного трека?;нетворкинг;1;связи;positives;окружение специалистов определенной сферы
Ваши ожидания от Карьерного трека?;связи;2;связи;neutrals;
Ваши ожидания от Карьерного трека?;инструкции;1;инструкции;neutrals;
Ваши ожидания от Карьерного трека?;информация о вузах;1;информация о вузах;neutrals;
Ваши ожидания от Карьерного трека?;как;1;как;neutrals;
Ваши ожидания от Карьерного трека?;карьера;1;карьера;neutrals;
Ваши ожидания от Карьерного трека?;карьера инженера на аэс;1;карьера;neutrals;
Ваши ожидания от Карьерного трека?;карьерная траектория;1;карьерная траектория;neutrals;
Ваши ожидания от Карьерного трека?;определиться с направлением;1;карьерная траектория;neutrals;
Ваши ожидания от Карьерного трека?;помощь в построении карьеры;1;карьерная траектория;positives;
Ваши ожидания от Карьерного трека?;понимание куда двигаться;1;понимание перспектив;positives;
Ваши ожидания от Карьерного трека?;понять вектор развития до вуза;1;карьерная траектория;positives;
Ваши ожидания от Карьерного трека?;построения карьерного трека;1;карьерная траектория;neutrals;
Ваши ожидания от Карьерного трека?;узнать развитие в карьере;1;узнать развитие в карьере;neutrals;
Ваши ожидания от Карьерного трека?;курсы;1;курсы;neutrals;
Ваши ожидания от Карьерного трека?;найти своё место в жизни;1;найти себя;positives;
Ваши ожидания от Карьерного трека?;найти себя;2;найти себя;neutrals;
Ваши ожидания от Карьерного трека?;понять себя;1;найти себя;neutrals;
Ваши ожидания от Карьерного трека?;найти стажировку;1;получить стажировку;neutrals;
Ваши ожидания от Карьерного трека?;оплачиваемая стажировка;2;получить стажировку;neutrals;
Ваши ожидания от Карьерного трека?;получить возможность стадировк;1;получить стажировку;neutrals;получить возможность стажировки
Ваши ожидания от Карьерного трека?;получить стажировку;2;получить стажировку;neutrals;
Ваши ожидания от Карьерного трека?;попасть на стажировку;1;получить стажировку;neutrals;
Ваши ожидания от Карьерного трека?;стажировка;3;получить стажировку;neutrals;
Ваши ожидания от Карьерного трека?;стажировка в вниихт;1;получить стажировку;neutrals;
Ваши ожидания от Карьерного трека?;необходимый опыт во время студ;1;необходимый опыт во время студ;neutrals;
Ваши ожидания от Карьерного трека?;нужен ли мне лично росатом;1;стоит ли работать в росатоме;neutrals;
Ваши ожидания от Карьерного трека?;стоит ли работать в росатоме;1;стоит ли работать в росатоме;neutrals;
Ваши ожидания от Карьерного трека?;огромные;1;огромные;neutrals;
Ваши ожидания от Карьерного трека?;определение своего работодател;1;определение своего работодателя;neutrals;определение своего работодателя
Ваши ожидания от Карьерного трека?;ответ на вопрос;1;ответ на вопросы;neutrals;
Ваши ожидания от Карьерного трека?;ответ на вопросы;1;ответ на вопросы;neutrals;
Ваши ожидания от Карьерного трека?;ответы на вопросы;2;ответ на вопросы;neutrals;
Ваши ожидания от Карьерного трека?;получение ответов на вопросы;1;ответ на вопросы;neutrals;
Ваши ожидания от Карьерного трека?;четких ответов;1;ответ на вопросы;positives;
Ваши ожидания от Карьерного трека?;отдых;1;отдых;positives;
Ваши ожидания от Карьерного трека?;открытие истинных желаний;1;открытие истинных желаний;positives;
Ваши ожидания от Карьерного трека?;план;1;план действий;neutrals;
Ваши ожидания от Карьерного трека?;план действий;1;план действий;neutrals;
Ваши ожидания от Карьерного трека?;побывать на собеседовании;1;собеседование;neutrals;
Ваши ожидания от Карьерного трека?;пройти собеседование :);1;собеседование;neutrals;пройти собеседование
Ваши ожидания от Карьерного трека?;собеседование;2;собеседование;neutrals;
Ваши ожидания от Карьерного трека?;поиск наставника;1;поиск наставника;neutrals;
Ваши ожидания от Карьерного трека?;полезная информация;1;полезная информация;positives;
Ваши ожидания от Карьерного трека?;понимание перспектив;1;возможности;positives;
Ваши ожидания от Карьерного трека?;понять каким я буду специалист;1;понять каким я буду специалистом;neutrals;понять каким я буду специалистом
Ваши ожидания от Карьерного трека?;точное понимание профессии;1;узнать больше о профессии;positives;
Ваши ожидания от Карьерного трека?;узнать больше о профессии;1;узнать больше о профессии;neutrals;
Ваши ожидания от Карьерного трека?;узнать больше про работу;1;узнать больше о профессии;neutrals;
Ваши ожидания от Карьерного трека?;практика;2;практика;neutrals;
Ваши ожидания от Карьерного трека?;прохождение практики;1;практика;neutrals;
Ваши ожидания от Карьерного трека?;работа;2;работа;neutrals;
